entity,label,index
##A,I-MISC,45158
OS,B-MISC,45159
L,B-ORG,45160
##NR,I-ORG,45160
AG,B-ORG,45161
##E,I-ORG,45161
##ac,I-MISC,45164
B,B-ORG,45164
##IT,I-ORG,45164
##A,I-ORG,45164
CA,B-ORG,45164
##B,I-ORG,45164
Japanese,B-MISC,45165
Japanese,B-MISC,45165
A,B-ORG,45165
##HA,I-ORG,45165
ACC,B-ORG,45165
US,B-MISC,45165
European,B-MISC,45165
Japan,B-LOC,45165
Japanese,B-MISC,45165
Japanese,B-MISC,45165
ID,B-MISC,45166
A,B-MISC,45167
Ph,B-ORG,45168
##arma,I-ORG,45168
##co,I-MISC,45168
##vi,I-MISC,45168
##gi,I-MISC,45168
System,I-MISC,45168
AD,B-MISC,45168
##R,I-MISC,45168
Portugal,B-LOC,45168
AS,B-MISC,45169
##D,I-MISC,45169
O,B-MISC,45171
O,B-MISC,45171
Coca,B-ORG,45173
Cola,I-ORG,45173
##aco,I-MISC,45174
##scopic,I-MISC,45174
H,I-MISC,45174
e,B-ORG,45175
CE,B-ORG,45175
S,B-MISC,45176
PS,B-MISC,45177
##A,I-MISC,45177
PS,B-MISC,45177
##A,I-MISC,45177
PS,B-MISC,45177
##A,I-MISC,45177
PS,B-MISC,45177
##A,I-MISC,45177
Amsterdam,B-LOC,45178
Pre,B-MISC,45180
##rine,I-MISC,45180
E,B-MISC,45180
F,B-ORG,45181
L,B-ORG,45181
SS,B-MISC,45182
SS,B-MISC,45182
SS,B-MISC,45182
D,B-MISC,45184
Gala,I-MISC,45184
##ct,I-MISC,45184
##osa,I-MISC,45184
Animals,I-MISC,45184
Model,I-MISC,45184
AL,B-MISC,45184
AL,B-MISC,45184
Mail,B-MISC,45185
##lard,I-MISC,45185
BC,B-ORG,45185
BC,B-ORG,45185
##ya,B-MISC,45186
B,I-MISC,45187
##st,I-MISC,45187
Cancer,I-MISC,45187
BC,B-MISC,45187
BC,B-MISC,45187
Medical,B-ORG,45188
Research,I-ORG,45188
MR,B-MISC,45188
MR,B-MISC,45188
G,B-MISC,45190
##lea,I-MISC,45190
BC,B-MISC,45190
S,B-MISC,45191
C,B-MISC,45192
IT,B-MISC,45192
C,B-MISC,45192
C,B-MISC,45192
C,B-MISC,45192
I,I-MISC,45193
##mp,I-MISC,45193
##lant,I-MISC,45193
Place,I-MISC,45193
I,B-MISC,45193
##mp,I-MISC,45193
##lant,I-MISC,45193
Therapy,I-MISC,45193
A,B-MISC,45193
Zone,I-MISC,45193
CA,B-MISC,45195
CA,B-MISC,45195
B,B-MISC,45196
B,B-MISC,45196
B,B-MISC,45196
F,B-ORG,45197
MB,B-ORG,45197
AL,B-MISC,45197
MB,B-MISC,45197
N,B-ORG,45198
##AC,I-ORG,45198
ID,B-ORG,45198
PD,B-MISC,45198
N,B-ORG,45198
##AC,I-ORG,45198
PD,B-MISC,45198
D,I-MISC,45200
Australia,B-LOC,45200
D,I-MISC,45200
D,I-MISC,45200
S,B-MISC,45201
Aden,I-MISC,45201
##osy,I-MISC,45201
##l,I-MISC,45201
Met,I-MISC,45201
##hi,I-MISC,45201
##oni,I-MISC,45201
##ne,I-MISC,45201
SA,B-MISC,45201
SA,B-MISC,45201
Principles,B-MISC,45202
of,I-MISC,45202
On,I-MISC,45202
##cological,I-MISC,45202
Surgery,I-MISC,45202
Ha,B-MISC,45202
##or,I-MISC,45202
##r,I-MISC,45202
##ha,I-MISC,45202
Gas,I-MISC,45202
##tric,I-MISC,45202
Cancer,I-MISC,45202
B,B-MISC,45203
##D,B-MISC,45203
EC,B-ORG,45205
##G,I-ORG,45205
Q,B-MISC,45205
FDA,B-ORG,45206
E,B-ORG,45206
##MA,I-ORG,45206
FDA,B-ORG,45206
E,B-ORG,45206
##MA,I-ORG,45206
US,B-MISC,45206
European,B-MISC,45206
Indian,B-MISC,45207
Common,B-MISC,45207
Sense,I-MISC,45207
Model,I-MISC,45207
Indian,B-MISC,45207
D,B-MISC,45208
NE,I-MISC,45208
D,B-MISC,45208
NE,I-MISC,45208
No,I-MISC,45210
##roi,I-MISC,45210
##n,I-MISC,45210
Mel,I-MISC,45210
##ano,I-MISC,45210
Ex,B-MISC,45210
##ten,I-MISC,45210
of,I-MISC,45210
Surgery,I-MISC,45210
S,B-MISC,45210
Children,I-MISC,45213
Women,I-MISC,45213
ET,B-MISC,45213
ET,B-MISC,45213
St,B-MISC,45214
##oc,I-MISC,45214
##oc,I-MISC,45214
##cus,I-MISC,45214
MR,B-ORG,45214
##SA,I-ORG,45214
S,B-ORG,45215
F,B-MISC,45215
S,B-MISC,45216
##A,I-MISC,45216
S,B-MISC,45216
##A,I-MISC,45216
S,B-MISC,45216
##A,I-MISC,45216
PD,B-MISC,45216
Ma,B-MISC,45218
Re,I-MISC,45218
##ance,I-MISC,45218
I,I-MISC,45218
Del,I-MISC,45218
##to,I-MISC,45218
##id,I-MISC,45218
Liga,I-MISC,45218
##ment,I-MISC,45218
US,B-LOC,45218
US,B-LOC,45218
US,B-LOC,45218
CT,B-MISC,45219
G,B-MISC,45220
##CA,I-MISC,45220
pre,B-MISC,45220
T,B-MISC,45220
G,B-MISC,45220
##CA,I-MISC,45220
AC,B-MISC,45220
T,B-MISC,45220
Bangladesh,B-LOC,45221
L,B-MISC,45222
I,B-ORG,45222
##CU,I-ORG,45222
P,B-ORG,45222
L,B-ORG,45222
Greens,B-MISC,45223
##hell,I-MISC,45223
Per,B-LOC,45223
##na,I-MISC,45223
Alzheimer,B-MISC,45224
AD,B-MISC,45224
da,B-MISC,45225
T,B-MISC,45225
da,B-MISC,45225
T,B-MISC,45225
da,B-MISC,45225
A,B-MISC,45225
Swedish,B-MISC,45232
F,B-MISC,45232
##RA,I-MISC,45232
Swedish,B-MISC,45232
Sweden,B-LOC,45232
Sweden,B-LOC,45232
Swedish,B-MISC,45232
F,B-MISC,45232
##X,I-MISC,45232
Sweden,B-LOC,45232
Sweden,B-LOC,45232
He,B-MISC,45233
##pa,B-MISC,45233
##to,I-MISC,45233
##cellular,I-MISC,45233
Car,I-MISC,45233
##cin,I-MISC,45233
##oma,I-MISC,45233
##chy,I-MISC,45234
##atic,I-MISC,45234
O,I-MISC,45234
##osa,I-MISC,45234
Mu,B-MISC,45234
##rine,I-MISC,45234
Model,I-MISC,45234
Met,B-MISC,45236
##ast,I-MISC,45236
##atic,I-MISC,45236
B,I-MISC,45236
##rea,I-MISC,45236
##st,I-MISC,45236
Cancer,I-MISC,45236
World,I-MISC,45236
P,B-MISC,45236
CB,B-MISC,45237
TD,B-MISC,45237
CB,B-MISC,45237
C,B-ORG,45237
##A,I-ORG,45237
HP,B-ORG,45237
CB,B-MISC,45237
He,I-MISC,45238
Country,I-MISC,45240
Off,I-ORG,45240
##sp,I-ORG,45240
I,B-MISC,45241
##G,I-MISC,45241
G,B-MISC,45241
G,B-MISC,45241
G,B-MISC,45241
post,B-MISC,45242
SM,B-MISC,45242
SM,B-MISC,45242
SM,B-MISC,45242
L,B-MISC,45242
L,B-MISC,45242
No,B-MISC,45244
L,I-MISC,45244
Ho,B-PER,45244
##d,I-MISC,45244
##g,B-PER,45244
##kin,B-PER,45244
##oma,I-MISC,45244
NL,B-ORG,45244
##HL,I-MISC,45244
St,B-PER,45246
Alzheimer,B-MISC,45246
',I-MISC,45246
s,I-MISC,45246
Disease,I-MISC,45246
St,B-PER,45246
AD,B-MISC,45246
Di,B-MISC,45247
##abe,I-MISC,45247
O,B-MISC,45247
AI,B-MISC,45248
Turkish,B-MISC,45248
AI,B-MISC,45248
AI,B-MISC,45248
Turkish,B-MISC,45248
AI,B-MISC,45248
PC,B-ORG,45249
##NL,I-ORG,45249
PC,B-ORG,45249
##NL,I-ORG,45249
PC,B-ORG,45249
##NL,I-ORG,45249
Mo,B-MISC,45250
##od,I-MISC,45250
Di,I-MISC,45250
##sor,I-MISC,45250
##der,I-MISC,45250
Question,I-MISC,45250
MD,B-MISC,45250
MD,B-MISC,45250
CT,B-MISC,45251
based,I-MISC,45251
Analysis,I-MISC,45251
Si,B-MISC,45251
of,I-MISC,45251
Met,I-MISC,45251
##atic,I-MISC,45251
Bone,I-MISC,45251
Disease,I-MISC,45251
CT,B-MISC,45251
CT,B-MISC,45251
##RA,I-MISC,45251
CT,B-MISC,45251
CT,B-MISC,45251
CT,B-MISC,45252
CT,B-MISC,45252
CT,B-MISC,45252
##runk,I-MISC,45253
T,B-MISC,45253
##run,I-MISC,45253
##cal,I-MISC,45253
A,I-MISC,45253
##ne,I-MISC,45253
##run,I-MISC,45253
##cal,I-MISC,45253
A,I-MISC,45253
##ne,I-MISC,45253
Se,B-ORG,45253
Vita,B-MISC,45254
D,I-MISC,45254
CO,B-MISC,45255
CO,B-MISC,45255
CO,B-MISC,45255
H,B-ORG,45258
Argentina,B-LOC,45258
3D,B-MISC,45260
3D,B-MISC,45262
AFC,B-ORG,45262
3D,B-MISC,45262
2D,B-MISC,45262
SC,B-MISC,45263
SC,B-MISC,45263
##AN,I-MISC,45263
CT,B-MISC,45266
University,B-ORG,45267
of,I-ORG,45267
Wisconsin,I-ORG,45267
U,B-ORG,45267
##W,I-ORG,45267
U,B-ORG,45267
##W,I-ORG,45267
MD,B-MISC,45268
##T,I-MISC,45268
CT,B-MISC,45269
PS,B-ORG,45269
##A,I-MISC,45269
PS,B-ORG,45269
##A,I-MISC,45269
S,B-MISC,45269
PS,B-MISC,45269
CT,B-MISC,45269
AL,B-MISC,45270
AL,B-MISC,45270
BA,B-ORG,45272
C,I-MISC,45273
C,I-MISC,45273
H,B-MISC,45274
##OM,B-MISC,45274
##A,I-MISC,45274
H,B-MISC,45274
##OM,B-MISC,45274
##A,I-MISC,45274
Fin,B-MISC,45275
##ometer,I-MISC,45275
Fin,B-MISC,45275
##ome,I-MISC,45275
England,B-LOC,45277
Australia,B-LOC,45277
Rugby,B-MISC,45277
World,I-MISC,45277
Cup,I-MISC,45277
Final,I-MISC,45277
West,B-LOC,45277
Midlands,I-LOC,45277
New,B-LOC,45277
South,I-LOC,45277
Wales,I-LOC,45277
H,B-MISC,45279
B,B-ORG,45279
##DI,I-ORG,45279
H,B-MISC,45279
17,I-MISC,45279
B,B-ORG,45279
##DI,I-ORG,45279
German,B-MISC,45281
MR,B-MISC,45283
O,B-MISC,45283
PS,B-ORG,45285
PS,B-ORG,45285
R,B-ORG,45286
E,B-MISC,45286
##BS,I-MISC,45286
PGA,B-MISC,45288
PD,B-MISC,45289
Northern,B-MISC,45290
Australian,B-MISC,45290
N,B-ORG,45290
##A,I-ORG,45290
Australian,B-MISC,45290
HC,B-ORG,45291
HC,B-ORG,45291
B,I-MISC,45291
West,B-LOC,45292
Nile,I-LOC,45292
He,B-PER,45293
##ob,I-ORG,45293
##act,I-ORG,45293
He,B-PER,45293
Ra,B-MISC,45294
##di,I-MISC,45294
##mer,I-MISC,45294
Cornell,B-ORG,45294
Tehran,B-LOC,45294
Iran,B-LOC,45294
Ra,B-MISC,45294
##di,I-MISC,45294
##mer,I-MISC,45294
Cornell,B-ORG,45294
T,B-PER,45300
##hi,B-PER,45300
##erry,B-PER,45300
T,B-PER,45300
##erry,B-PER,45300
B,B-MISC,45303
D,B-ORG,45303
##X,I-ORG,45303
##A,I-ORG,45303
D,B-ORG,45303
##X,I-ORG,45303
##A,I-ORG,45303
B,B-MISC,45303
Western,B-LOC,45305
Australia,I-LOC,45305
AD,B-MISC,45306
##H,I-MISC,45306
MC,B-MISC,45307
G,B-MISC,45309
##X,I-ORG,45311
AFL,B-ORG,45311
AFL,B-ORG,45311
E,B-MISC,45314
E,B-MISC,45314
IL,B-MISC,45319
Ha,B-MISC,45321
##op,I-MISC,45321
##hil,I-MISC,45321
##us,I-MISC,45321
##e,I-MISC,45321
B,I-MISC,45321
E,B-ORG,45321
##D,I-ORG,45321
I,B-ORG,45324
##MA,I-ORG,45324
I,B-LOC,45324
P,B-ORG,45325
##EC,I-ORG,45325
He,B-PER,45326
UK,B-LOC,45330
P,B-MISC,45331
##las,B-MISC,45331
##mo,I-MISC,45331
##dium,I-MISC,45331
Para,B-MISC,45331
##che,I-MISC,45331
CP,B-MISC,45332
CP,B-MISC,45332
E,B-MISC,45333
OS,B-ORG,45333
##AS,I-ORG,45333
OS,B-ORG,45333
##AS,I-ORG,45333
OS,B-ORG,45333
##AS,I-ORG,45333
Delta,B-ORG,45334
##PP,I-ORG,45334
Delta,B-ORG,45334
##SP,I-ORG,45334
S,B-MISC,45334
La,B-MISC,45337
##os,I-MISC,45337
La,B-MISC,45337
##par,B-MISC,45337
##os,I-MISC,45337
H,B-MISC,45341
H,B-MISC,45341
A,B-MISC,45343
Male,I-MISC,45343
S,I-MISC,45343
##oms,I-MISC,45343
Li,B-LOC,45344
##chtenstein,I-LOC,45344
Li,B-LOC,45344
##chtenstein,I-LOC,45344
Li,B-LOC,45344
##chtenstein,I-LOC,45344
Li,B-LOC,45344
##chtenstein,I-LOC,45344
St,B-PER,45346
BP,B-MISC,45346
Emergency,B-LOC,45348
Room,I-LOC,45348
N,B-MISC,45349
N,B-MISC,45349
SP,B-ORG,45351
SP,B-ORG,45351
SP,B-ORG,45351
US,B-LOC,45353
F,B-ORG,45355
SF,B-ORG,45357
SF,B-ORG,45357
C,B-MISC,45358
NE,B-MISC,45358
C,B-MISC,45358
HIV,B-MISC,45359
H,B-MISC,45360
PS,B-ORG,45360
##TM,I-ORG,45360
SL,B-ORG,45360
K,B-LOC,45362
##lini,I-LOC,45362
##lot,I-LOC,45362
L,B-ORG,45365
L,B-ORG,45365
Donald,B-PER,45368
J,I-ORG,45368
Cohen,I-MISC,45368
Fellowship,I-MISC,45368
Au,B-MISC,45368
##stra,I-MISC,45368
##lasia,I-MISC,45368
##n,I-MISC,45368
Donald,B-MISC,45368
J,I-ORG,45368
Cohen,I-PER,45368
Fellowship,I-MISC,45368
Au,B-LOC,45368
##stra,I-LOC,45368
##lasia,I-LOC,45368
College,B-ORG,45368
Fellows,I-ORG,45368
Australian,B-ORG,45368
Medical,I-ORG,45368
Council,I-ORG,45368
Commonwealth,B-ORG,45368
Government,I-ORG,45368
RA,B-ORG,45368
##N,I-ORG,45368
##Z,I-ORG,45368
##CP,I-ORG,45368
F,B-MISC,45372
C,B-MISC,45374
RA,B-ORG,45374
RA,B-ORG,45374
C,B-MISC,45374
C,B-MISC,45374
C,B-MISC,45374
C,B-MISC,45374
RA,B-ORG,45374
C,B-MISC,45374
alcohol,B-MISC,45375
Color,B-MISC,45376
Ana,I-MISC,45376
##log,I-MISC,45376
Scale,I-MISC,45376
Catalan,B-MISC,45376
CA,B-MISC,45376
CA,B-MISC,45376
Catalan,B-MISC,45376
CO,B-MISC,45377
Per,I-MISC,45379
CP,B-MISC,45379
##Q,I-MISC,45379
##11,I-MISC,45379
Do,I-MISC,45381
T,B-MISC,45381
##CD,I-MISC,45381
H,B-MISC,45384
O,B-ORG,45385
##PC,I-ORG,45385
##AB,I-ORG,45385
##G,I-ORG,45385
CA,B-ORG,45385
##B,I-ORG,45385
sub,B-LOC,45389
Saharan,B-LOC,45389
Africa,I-LOC,45389
Safe,B-MISC,45389
Mother,I-MISC,45389
##hood,I-MISC,45389
E,B-MISC,45390
E,B-ORG,45390
R,B-MISC,45390
E,B-MISC,45390
R,B-MISC,45390
E,B-MISC,45390
R,B-MISC,45390
E,B-MISC,45390
UK,B-MISC,45392
Indian,B-MISC,45393
STS,B-ORG,45395
H,B-ORG,45395
##VC,I-ORG,45395
L,B-MISC,45397
O,B-MISC,45397
La,B-MISC,45397
##os,I-MISC,45397
HP,B-MISC,45399
HP,B-MISC,45399
I,B-LOC,45400
##CU,I-LOC,45400
L,B-ORG,45402
I,B-ORG,45402
L,B-ORG,45402
non,B-MISC,45403
AD,B-MISC,45405
E,B-ORG,45405
E,B-ORG,45408
##SR,I-ORG,45408
##D,I-ORG,45408
H,B-MISC,45408
Geoffrey,B-PER,45410
Rose,I-PER,45410
CT,B-MISC,45411
non,B-MISC,45413
AB,B-MISC,45413
##O,I-MISC,45413
HP,B-MISC,45413
AB,B-MISC,45413
##O,I-MISC,45413
HP,B-MISC,45413
RB,B-MISC,45413
##C,I-MISC,45413
AB,B-MISC,45413
##O,I-MISC,45413
Cy,B-MISC,45414
V,B-MISC,45415
DD,B-MISC,45415
CD,B-MISC,45420
##T,I-ORG,45420
CD,B-ORG,45420
##T,I-ORG,45420
CD,B-MISC,45420
Joel,B-PER,45421
Cohen,I-PER,45421
K,B-MISC,45423
##auer,I-MISC,45423
Bet,B-PER,45423
SSR,B-MISC,45425
##I,I-MISC,45425
T,B-MISC,45425
##CA,I-MISC,45425
Australia,B-LOC,45425
SSR,B-MISC,45425
##I,I-MISC,45425
T,B-MISC,45425
##CA,I-MISC,45425
SSR,B-MISC,45425
##I,I-MISC,45425
SSR,B-MISC,45425
##I,I-MISC,45425
Australia,B-LOC,45425
T,B-MISC,45425
##CA,I-MISC,45425
B,B-MISC,45427
##MD,I-MISC,45427
Cy,B-MISC,45428
C,B-MISC,45428
PT,B-ORG,45428
Type,B-MISC,45429
2,I-MISC,45429
Indian,B-MISC,45429
Asian,B-MISC,45429
Type,B-MISC,45429
2,I-MISC,45429
Type,B-MISC,45429
2,I-MISC,45429
Type,B-MISC,45429
2,I-MISC,45429
H,B-MISC,45432
CE,B-MISC,45435
AB,B-MISC,45437
Odd,B-PER,45441
Hi,B-PER,45447
##rsch,B-PER,45447
##sp,I-PER,45447
##rung,B-PER,45447
Hi,B-PER,45447
##rsch,B-PER,45447
##sp,I-PER,45447
HD,B-MISC,45449
HD,B-MISC,45449
L,B-MISC,45449
HD,B-MISC,45449
Ra,B-ORG,45450
##diation,B-ORG,45450
Therapy,I-ORG,45450
On,I-ORG,45450
##cology,I-ORG,45450
Group,I-ORG,45450
R,B-MISC,45451
World,B-MISC,45454
Wide,I-MISC,45454
Web,I-MISC,45454
World,B-MISC,45454
Wide,I-MISC,45454
Web,I-MISC,45454
W,B-ORG,45454
##OC,I-ORG,45454
Ka,B-MISC,45457
Ka,B-MISC,45457
CE,B-MISC,45458
Car,B-MISC,45460
As,B-MISC,45460
Car,B-MISC,45460
##ot,I-MISC,45460
##id,I-MISC,45460
At,I-MISC,45460
##her,I-MISC,45460
##os,I-MISC,45460
##cle,I-MISC,45460
##rosis,I-MISC,45460
Study,I-MISC,45460
Car,B-MISC,45460
As,B-MISC,45460
Car,B-MISC,45460
##ot,I-MISC,45460
##id,I-MISC,45460
At,I-MISC,45460
##her,I-MISC,45460
##os,I-MISC,45460
##cle,I-MISC,45460
##rosis,I-MISC,45460
Study,I-MISC,45460
Congo,B-LOC,45463
Africa,B-LOC,45463
Congo,B-LOC,45463
Congo,B-LOC,45463
German,B-MISC,45463
R,B-MISC,45464
##GB,I-MISC,45464
BP,B-MISC,45464
TV,B-ORG,45466
TV,B-ORG,45466
##E,I-ORG,45466
##du,I-MISC,45467
E,B-MISC,45467
##du,I-MISC,45467
Beth,B-PER,45470
##ane,I-ORG,45470
##cho,I-ORG,45470
SF,B-MISC,45473
H,B-MISC,45473
SF,B-MISC,45473
Hip,I-PER,45476
##pel,I-MISC,45476
Linda,B-PER,45476
V,B-MISC,45476
V,B-MISC,45476
Head,B-MISC,45478
Start,I-MISC,45478
Title,B-MISC,45478
I,I-MISC,45478
Oct,B-MISC,45480
O,B-ORG,45480
##PC,I-ORG,45480
##AB,I-ORG,45480
CA,B-ORG,45480
##B,I-ORG,45480
##G,I-ORG,45480
CP,B-MISC,45480
O,B-ORG,45480
##PC,I-ORG,45480
O,B-ORG,45480
##PC,I-ORG,45480
AM,B-MISC,45481
B,B-PER,45481
AM,B-MISC,45481
Pol,B-MISC,45485
F,B-MISC,45485
Mediterranean,I-MISC,45485
Fever,I-MISC,45485
FM,B-MISC,45485
PA,B-ORG,45485
PA,B-MISC,45485
PA,B-MISC,45485
FM,B-ORG,45485
P,B-MISC,45490
C,B-ORG,45491
H,B-MISC,45494
DR,B-MISC,45496
HM,B-ORG,45497
HM,B-ORG,45497
United,B-LOC,45501
States,I-LOC,45501
HM,B-ORG,45501
G,B-MISC,45502
CD,B-PER,45503
C,I-MISC,45506
England,B-LOC,45506
Wales,B-LOC,45506
England,B-LOC,45506
Wales,B-LOC,45506
CT,B-MISC,45509
CT,B-MISC,45509
ER,B-LOC,45510
HIV,B-MISC,45513
ID,B-ORG,45513
HIV,B-MISC,45513
PT,B-MISC,45516
##CA,I-MISC,45516
PT,B-MISC,45516
##CA,I-MISC,45516
AM,B-MISC,45516
PT,B-ORG,45516
PT,B-MISC,45516
##CA,I-MISC,45516
PT,B-MISC,45516
##CA,I-MISC,45516
EC,B-ORG,45520
##A,I-ORG,45520
EC,B-ORG,45520
##A,I-ORG,45520
D,B-MISC,45520
NC,B-MISC,45522
##EP,I-MISC,45522
NC,B-MISC,45522
##EP,I-MISC,45522
I,I-MISC,45522
NC,B-MISC,45522
##EP,I-MISC,45522
II,I-MISC,45522
CO,B-MISC,45523
CO,B-MISC,45523
CO,B-MISC,45523
Dutch,B-MISC,45523
C,B-MISC,45523
CO,B-MISC,45523
GE,B-MISC,45525
Barrett,B-PER,45525
HIV,B-MISC,45527
1,I-MISC,45527
CD,B-ORG,45527
##C,I-ORG,45527
AIDS,B-MISC,45527
AIDS,B-MISC,45527
HIV,B-MISC,45527
1,I-MISC,45527
AIDS,B-MISC,45527
HIV,B-MISC,45527
D,B-MISC,45528
##E,I-MISC,45528
D,B-MISC,45528
##E,I-MISC,45528
D,B-MISC,45528
##E,I-MISC,45528
G,B-PER,45530
GB,B-ORG,45530
##F,I-ORG,45530
GB,B-ORG,45530
##F,I-ORG,45530
I,B-MISC,45531
I,B-ORG,45531
N,B-MISC,45531
I,B-MISC,45531
I,B-MISC,45531
MR,B-MISC,45532
Do,I-MISC,45534
Do,I-MISC,45534
Do,I-MISC,45534
CA,B-ORG,45535
Do,B-MISC,45541
Do,B-MISC,45541
Do,B-MISC,45543
Hicks,B-PER,45544
MD,B-MISC,45546
DNA,B-MISC,45548
C,I-MISC,45548
c,B-MISC,45548
Ph,B-ORG,45549
##ys,I-ORG,45549
##io,I-ORG,45549
II,I-ORG,45549
RS,B-ORG,45549
##R,I-ORG,45549
ME,B-ORG,45549
##MO,I-ORG,45549
HIV,B-MISC,45554
Madrid,B-LOC,45554
HIV,B-MISC,45554
AD,B-MISC,45556
EC,B-ORG,45557
Clock,B-MISC,45558
Drawing,I-MISC,45558
CD,B-MISC,45558
MR,B-MISC,45562
MR,B-MISC,45562
MR,B-MISC,45563
E,B-ORG,45563
##P,I-ORG,45563
SA,B-ORG,45563
##P,I-ORG,45563
VC,B-ORG,45564
T,B-ORG,45564
##G,I-ORG,45564
G,B-MISC,45564
##RB,I-ORG,45564
##AS,I-MISC,45564
VC,B-ORG,45564
F,B-MISC,45565
G,B-MISC,45566
##CD,B-MISC,45566
Alzheimer,B-MISC,45567
AD,B-MISC,45567
AD,B-MISC,45567
E,B-PER,45568
##p,I-ORG,45568
##worth,I-MISC,45568
E,B-MISC,45568
##SS,I-MISC,45568
-,I-MISC,45568
8,I-MISC,45568
E,B-MISC,45568
##SS,I-MISC,45568
-,I-MISC,45568
7,I-MISC,45568
C,I-MISC,45571
PD,B-MISC,45572
Koreans,B-MISC,45575
Koreans,B-MISC,45575
PT,B-MISC,45577
American,B-ORG,45578
U,I-ORG,45578
##rol,I-ORG,45578
##ogical,I-ORG,45578
Association,I-ORG,45578
AU,B-ORG,45578
##A,I-ORG,45578
AU,B-ORG,45578
##A,I-ORG,45578
CF,B-MISC,45580
CF,B-MISC,45580
ST,B-MISC,45581
ST,B-MISC,45581
##EM,I-MISC,45581
OH,B-ORG,45582
CT,B-MISC,45583
CT,B-MISC,45583
MB,B-MISC,45585
MB,B-ORG,45585
##C,I-ORG,45585
R,B-MISC,45586
##oux,I-MISC,45586
en,I-LOC,45586
Y,I-MISC,45586
E,B-MISC,45587
Sc,B-MISC,45589
##hat,I-MISC,45589
##z,I-MISC,45589
##ker,I-MISC,45589
V,I-MISC,45589
Wikipedia,B-ORG,45590
Wikipedia,B-ORG,45590
AR,B-ORG,45592
##CA,I-ORG,45592
##D,I-ORG,45592
P,B-ORG,45594
B,B-ORG,45594
##K,I-ORG,45594
##P,I-ORG,45594
B,B-ORG,45594
##K,I-ORG,45594
##P,I-ORG,45594
Z,B-MISC,45595
##ing,I-MISC,45595
##iber,I-MISC,45595
##ales,I-MISC,45595
Z,B-MISC,45595
##ing,I-MISC,45595
##iber,I-MISC,45595
##ales,I-MISC,45595
CA,B-MISC,45596
CA,B-ORG,45596
Australia,B-LOC,45596
CA,B-MISC,45596
CA,B-ORG,45596
CA,B-MISC,45596
CT,B-ORG,45598
CT,B-ORG,45598
RF,B-MISC,45600
RF,B-MISC,45600
L,B-MISC,45602
C,B-PER,45605
##ro,B-PER,45605
##hn,I-PER,45605
HIV,B-MISC,45606
S,B-MISC,45607
SS,B-MISC,45608
SC,B-MISC,45609
##IT,I-MISC,45609
I,B-MISC,45609
##R,I-MISC,45609
CB,B-ORG,45612
MV,B-MISC,45613
E,B-MISC,45613
OS,B-MISC,45613
AS,B-MISC,45613
I,B-ORG,45616
##AB,I-ORG,45616
MR,B-MISC,45618
MR,B-MISC,45618
CA,B-MISC,45618
CA,B-MISC,45618
P,B-MISC,45619
L,B-MISC,45620
H,B-ORG,45620
##IF,I-ORG,45620
##U,I-ORG,45620
O,B-ORG,45622
##EN,I-ORG,45622
##AT,I-ORG,45622
SD,B-MISC,45624
SD,B-MISC,45624
CS,B-MISC,45624
AD,B-MISC,45625
##HD,I-MISC,45625
B,B-MISC,45625
##D,I-MISC,45625
AD,B-MISC,45625
##HD,I-MISC,45625
B,B-MISC,45625
T,B-MISC,45626
##MD,I-MISC,45626
T,B-MISC,45626
##MD,I-MISC,45626
DE,B-MISC,45627
##KA,I-MISC,45627
Arm,I-MISC,45627
DE,B-MISC,45627
##KA,I-MISC,45627
Arm,I-MISC,45627
T,B-ORG,45629
##SF,I-ORG,45629
T,B-ORG,45629
##SF,I-ORG,45629
H,B-MISC,45630
OS,B-MISC,45631
MS,B-MISC,45633
V,B-MISC,45633
##GS,I-MISC,45633
##C,I-MISC,45633
MS,B-MISC,45633
V,B-MISC,45633
##GS,I-MISC,45633
##C,I-MISC,45633
CB,B-MISC,45633
MS,B-MISC,45633
Ho,B-MISC,45634
C,I-MISC,45635
H,B-MISC,45635
HC,B-MISC,45635
E,B-MISC,45637
E,B-MISC,45637
HP,B-MISC,45638
LL,B-ORG,45638
Papa,B-PER,45638
##nic,I-PER,45638
##ola,I-PER,45638
LL,B-ORG,45638
ST,B-MISC,45639
GT,B-MISC,45639
GT,B-MISC,45639
GT,B-MISC,45639
CT,B-MISC,45643
OS,B-MISC,45643
N,B-MISC,45643
RC,B-ORG,45644
##RI,I-ORG,45644
T,B-ORG,45644
##RI,I-ORG,45644
British,B-ORG,45644
Thor,I-ORG,45644
##ac,I-ORG,45644
##ic,I-ORG,45644
Society,I-ORG,45644
BT,B-ORG,45644
##S,I-ORG,45644
RC,B-ORG,45644
AP,B-ORG,45645
AP,B-ORG,45645
Tokyo,B-LOC,45646
TO,B-MISC,45646
Tokyo,B-LOC,45646
Tokyo,B-LOC,45646
OH,B-ORG,45646
##CA,I-ORG,45646
P,B-MISC,45648
RS,B-ORG,45650
##S,I-ORG,45650
##can,I-ORG,45650
I,B-ORG,45653
##OR,I-ORG,45653
##T,I-ORG,45653
I,B-ORG,45653
##OR,I-ORG,45653
##T,I-ORG,45653
W,B-ORG,45653
##BI,I-ORG,45653
AP,B-ORG,45653
##BI,I-ORG,45653
M,B-ORG,45654
OH,B-ORG,45655
Pakistani,B-MISC,45656
White,B-MISC,45656
British,I-MISC,45656
UK,B-LOC,45660
